iter	Logloss
0	0.6123822754
1	0.5295599605
2	0.460906287
3	0.4002883274
4	0.3630414025
5	0.3271221257
6	0.3011966441
7	0.2743300365
8	0.2538506874
9	0.239110936
10	0.2247821393
11	0.2139368355
12	0.2003723073
13	0.1885405892
14	0.179132068
15	0.1704304874
16	0.1616124372
17	0.1546423583
18	0.1493209146
19	0.144548132
20	0.1381298428
21	0.1326582391
22	0.1309859371
23	0.1258005159
24	0.1231648895
25	0.118816964
26	0.1146626053
27	0.111711464
28	0.1063371904
29	0.1032744787
30	0.09952950417
31	0.09672454014
32	0.09313006649
33	0.09076301802
34	0.08820565419
35	0.08564899038
36	0.08330532061
37	0.08207108483
38	0.07988029309
39	0.07936896941
40	0.07676957764
41	0.07255758396
42	0.07117501584
43	0.06907709276
44	0.06790307046
45	0.06748868379
46	0.0658568055
47	0.06473521359
48	0.06085103436
49	0.0591402628
50	0.05805680688
51	0.05763450596
52	0.05608223841
53	0.05572511257
54	0.05432432923
55	0.05388492153
56	0.05182837969
57	0.05042730027
58	0.04856561391
59	0.048324329
60	0.04692063325
61	0.04604833762
62	0.04525528003
63	0.04368728164
64	0.04257797997
65	0.04136998449
66	0.04025708696
67	0.03917774214
68	0.03825857148
69	0.03746792063
70	0.03731589602
71	0.03667991243
72	0.03620892964
73	0.03551538332
74	0.03479106941
75	0.03457471075
76	0.03390971671
77	0.03349351627
78	0.03302727776
79	0.03249505206
80	0.03219648903
81	0.03187620222
82	0.03136114096
83	0.03110372606
84	0.03050512416
85	0.03010116417
86	0.02962882422
87	0.02883612131
88	0.02879425275
89	0.02843445552
90	0.02804246577
91	0.0279531956
92	0.02755996783
93	0.02699670378
94	0.02655226987
95	0.02588954023
96	0.02551680467
97	0.02501785316
98	0.02453688864
99	0.02392485695
100	0.02379938927
101	0.02377331271
102	0.02345998042
103	0.02329502726
104	0.02314612339
105	0.02305608839
106	0.0228191965
107	0.02246280929
108	0.02207205714
109	0.02168487684
110	0.02145824941
111	0.021057452
112	0.02101473864
113	0.02077090711
114	0.02068592917
115	0.02020926232
116	0.02014017503
117	0.01999735952
118	0.01973014256
119	0.01940036374
120	0.01927567841
121	0.0189172165
122	0.01865962288
123	0.01853111631
124	0.01849532962
125	0.01845412997
126	0.01834001764
127	0.01828972734
128	0.01798427217
129	0.01773723003
130	0.01745236191
131	0.01722694931
132	0.01692637992
133	0.01673347902
134	0.01655448823
135	0.01637873245
136	0.01609883553
137	0.01606984388
138	0.01594272795
139	0.01592030976
140	0.01571983809
141	0.01554884734
142	0.01547462041
143	0.01531021869
144	0.01511600887
145	0.01498797474
146	0.01486958496
147	0.01468164396
148	0.01445372424
149	0.01437302855
150	0.014290205
151	0.01425847867
152	0.01413939397
153	0.01400419467
154	0.01385841445
155	0.01364402986
156	0.01355937741
157	0.01336768104
158	0.01333828174
159	0.01326691345
160	0.01313650833
161	0.0130353819
162	0.0128485052
163	0.01268322151
164	0.01267203302
165	0.01262082546
166	0.01259736344
167	0.01244087612
168	0.01240796584
169	0.01227133373
170	0.01218076976
171	0.01215199539
172	0.01202713487
173	0.01191946567
174	0.01180515868
175	0.01173301493
176	0.01165136688
177	0.01151493444
178	0.01145101798
179	0.01136588177
180	0.01131375369
181	0.01130175297
182	0.01123144291
183	0.01114034091
184	0.0110588998
185	0.01097823347
186	0.01088329269
187	0.01080224578
188	0.01074635982
189	0.01065658627
190	0.01059354164
191	0.01052545235
192	0.01047066507
193	0.01038971801
194	0.01031638394
195	0.01021255209
196	0.01014762717
197	0.01007825394
198	0.009981285368
199	0.009919998472
200	0.009909030119
201	0.00986886182
202	0.009834169181
203	0.009817156875
204	0.009802007998
205	0.009778475741
206	0.009778433969
207	0.009648351572
208	0.009595386853
209	0.009517757139
210	0.009434934259
211	0.00939794594
212	0.009397804274
213	0.00933830581
214	0.009323715246
215	0.009267884961
216	0.009208054516
217	0.009140371816
218	0.008992126536
219	0.008985298556
220	0.008979869844
221	0.008941933645
222	0.008883425989
223	0.008849049172
224	0.008736875647
225	0.008718340021
226	0.008680168814
227	0.008635314054
228	0.008606700201
229	0.008602007259
230	0.008566544249
231	0.008551654798
232	0.008486704418
233	0.008446043814
234	0.008376893994
235	0.008336539355
236	0.008283692114
237	0.008283649367
238	0.00822748454
239	0.008216452827
240	0.008172808473
241	0.00811094791
242	0.008057413606
243	0.008051169348
244	0.007971677572
245	0.007961627641
246	0.007921676421
247	0.007921662683
248	0.007921522064
249	0.007918362271
250	0.007835701942
251	0.007805052157
252	0.007799926764
253	0.007739780848
254	0.007716074384
255	0.007677632278
256	0.007614167205
257	0.007596079197
258	0.007596061345
259	0.0075899768
260	0.007556267183
261	0.007538372657
262	0.007531707735
263	0.00747917397
264	0.007437863278
